siret,montant_ht,montant_ttc,tva_rate,ocr_confidence
73902584391825,37738.57,41512.43,10.0,0.93
52693741235116,26635.97,31963.16,20.0,0.96
67890123456789,31044.31,37253.17,20.0,0.83
11223344556677,45086.16,45086.16,0.0,0.96
78901234567890,107.14,113.03,5.5,0.98
54746576704025,36012.99,43215.59,20.0,0.93
78901234567890,1826.07,2191.28,20.0,0.95
11223344556677,13779.4,13779.4,0.0,0.92
78901234567890,399.72,479.66,20.0,0.97
89012345678901,3574.23,4289.08,20.0,0.92
83616903173736,27080.11,28569.52,5.5,0.98
11872555837275,14033.09,16839.71,20.0,0.91
67890123456789,28780.61,34536.73,20.0,0.86
67890123456789,24158.98,28990.78,20.0,0.85
32345678901234,101842.69,122211.23,20.0,0.84
90123456789012,70888.17,85065.8,20.0,0.96
85594662891708,359.3,431.16,20.0,0.92
90123456789012,27851.84,33422.21,20.0,0.92
61022872935506,5840.42,7008.5,20.0,0.92
10000000410009,48505.0,58206.0,20.0,0.93
95546788170238,34475.34,41370.41,20.0,0.9
90123456789012,54583.22,65499.86,20.0,0.96
52348747307539,46206.3,48747.65,5.5,0.89
89012345678901,1909.33,2291.2,20.0,0.95
67890123456789,1362.19,1634.63,20.0,0.94
10000000410009,32580.19,39096.23,20.0,0.92
50809776406479,38902.78,41042.43,5.5,0.83
98094320152814,48973.74,53871.11,10.0,0.96
10000000410009,17394.73,20873.68,20.0,0.91
89012345678901,4043.01,4851.61,20.0,0.89
45440031134419,29837.42,29837.42,0.0,0.88
11189636343214,7573.36,8330.7,10.0,0.97
80914000773781,47474.02,50085.09,5.5,0.88
22758832032570,21984.79,24183.27,10.0,0.98
56789012345678,4358.68,5230.42,20.0,0.94
60860186826816,44601.63,53521.96,20.0,0.89
45678901234567,1994.76,2104.47,5.5,0.94
11223344556677,88143.19,88143.19,0.0,0.88
43545728577471,57532.28,57532.28,0.0,0.9
11223344556677,61916.84,61916.84,0.0,0.94
67890123456789,1173.55,1408.26,20.0,0.91
28678781504417,12390.71,12390.71,0.0,0.87
56789012345678,17894.77,21473.72,20.0,0.92
78901234567890,1148.06,1377.67,20.0,0.96
44306184100047,1936.93,2324.32,20.0,0.93
26091037552067,35570.57,42684.68,20.0,0.92
90123456789012,37171.72,44606.06,20.0,0.91
10000000410009,26764.53,32117.44,20.0,0.92
89012345678901,2916.35,3499.62,20.0,0.92
67890123456789,13096.61,15715.93,20.0,0.89
32345678901234,28812.99,34575.59,20.0,0.91
10000000410009,20949.43,25139.32,20.0,0.9
45678901234567,1596.53,1756.18,10.0,0.94
10000000410009,41398.16,49677.79,20.0,0.92
32345678901234,31516.97,37820.36,20.0,0.88
86078210586526,26674.49,28141.59,5.5,0.95
41843717577209,2030.55,2030.55,0.0,0.99
75904978651434,5926.05,6518.66,10.0,0.92
56789012345678,17187.96,20625.55,20.0,0.99
70787625990800,17458.0,20949.6,20.0,0.95
18749244586723,25550.72,26956.01,5.5,0.95
11223344556677,43507.87,43507.87,0.0,0.97
44306184100047,1546.53,1855.84,20.0,0.92
90123456789012,47350.27,56820.32,20.0,0.97
67890123456789,38998.22,46797.86,20.0,0.93
84142575296082,2704.57,2853.32,5.5,0.94
56789012345678,23988.77,28786.52,20.0,0.93
88627524149918,36844.36,44213.23,20.0,0.94
78667368621651,13991.16,13991.16,0.0,0.89
10000000410009,38018.11,45621.73,20.0,0.9
90123456789012,67248.76,80698.51,20.0,0.94
45678901234567,1935.26,2128.79,10.0,0.99
65157801671673,10821.08,12985.3,20.0,0.94
44306184100047,2492.11,2990.53,20.0,0.92
11223344556677,97594.67,97594.67,0.0,0.9
85278416013926,52030.48,62436.58,20.0,0.99
61951805092330,19541.26,23449.51,20.0,0.88
44094922402984,12428.46,12428.46,0.0,0.98
90123456789012,14242.64,17091.17,20.0,0.93
78901234567890,1114.75,1337.7,20.0,0.97
56789012345678,22734.94,27281.93,20.0,0.99
24201275802237,47629.6,57155.52,20.0,0.92
64691410459072,39509.48,47411.38,20.0,0.96
28200220950022,12760.87,12760.87,0.0,0.94
89012345678901,4341.79,5210.15,20.0,0.93
63669826170690,12331.86,14798.23,20.0,0.97
78901234567890,1075.34,1290.41,20.0,0.99
53254206165934,49262.28,49262.28,0.0,0.91
60748250479144,55581.6,61139.76,10.0,0.96
44306184100047,6755.83,8107.0,20.0,0.96
45058862527971,40725.09,48870.11,20.0,0.9
27466136058566,45235.14,47723.07,5.5,0.91
80964750803816,2113.87,2536.64,20.0,0.87
89012345678901,4323.94,5188.73,20.0,0.99
35411478038127,25043.5,25043.5,0.0,0.93
73172665674325,19042.89,22851.47,20.0,0.94
72692991018338,40656.1,40656.1,0.0,0.97
44654047771220,14614.67,16076.14,10.0,0.88
56789012345678,7811.83,9374.2,20.0,0.97
89012345678901,1527.44,1832.93,20.0,0.93
69652361500386,43743.47,52492.16,20.0,0.96
44306184100047,5537.68,6645.22,20.0,0.87
32345678901234,24541.74,29450.09,20.0,0.92
75781641466512,36025.76,39628.34,10.0,0.96
77846652751471,7360.1,8832.12,20.0,0.97
67890123456789,19630.31,23556.37,20.0,0.86
90123456789012,61519.55,73823.46,20.0,0.92
50022021906846,27410.0,28917.55,5.5,0.92
56789012345678,5034.21,6041.05,20.0,0.99
56789012345678,17382.19,20858.63,20.0,0.98
11223344556677,52853.93,52853.93,0.0,0.9
32345678901234,58090.44,69708.53,20.0,0.87
93424977791030,37805.29,45366.35,20.0,0.91
47707524909695,56236.06,67483.27,20.0,0.96
61826558587804,36870.68,44244.82,20.0,0.96
40012342842885,45877.25,55052.7,20.0,0.92
94374456404825,19774.59,23729.51,20.0,0.99
67890123456789,32053.01,38463.61,20.0,0.89
52373287821481,16360.39,19632.47,20.0,0.96
11661327678615,36237.28,43484.74,20.0,0.96
32345678901234,118238.56,141886.27,20.0,0.89
56789012345678,11360.0,13632.0,20.0,0.96
32521243781406,1502.96,1803.55,20.0,0.96
11223344556677,26416.65,26416.65,0.0,0.95
45678901234567,2079.31,2287.24,10.0,0.91
44306184100047,5550.23,6660.28,20.0,0.95
78901234567890,573.7,688.44,20.0,0.97
56789012345678,16950.7,20340.84,20.0,0.95
11223344556677,93761.65,93761.65,0.0,0.89
54043580091365,31407.71,34548.48,10.0,0.89
67890123456789,23079.54,27695.45,20.0,0.92
39519932234964,13166.37,15799.64,20.0,0.98
90123456789012,51051.9,61262.28,20.0,0.89
89012345678901,2519.93,3023.92,20.0,0.91
52279241036057,50508.12,60609.74,20.0,0.9
10000000410009,25083.67,30100.4,20.0,0.91
15635187033843,59477.28,71372.74,20.0,0.91
37933218400182,6728.87,7401.76,10.0,0.93
85629756397209,10635.67,10635.67,0.0,0.91
70106629534376,52981.16,55895.12,5.5,0.94
73994508259825,5501.76,6051.94,10.0,0.9
84160947591710,58628.4,70354.08,20.0,0.88
44306184100047,3941.39,4729.67,20.0,0.98
82537160189189,36296.94,36296.94,0.0,0.91
56789012345678,13848.73,16618.48,20.0,0.97
45678901234567,862.86,949.15,10.0,0.95
68623267776278,58177.52,69813.02,20.0,0.97
45678901234567,1743.65,1839.55,5.5,0.99
89012345678901,4039.25,4847.1,20.0,0.96
29357674970475,22533.97,24787.37,10.0,0.87
78901234567890,1423.78,1502.09,5.5,0.99
11223344556677,27297.31,27297.31,0.0,0.93
56789012345678,11374.56,13649.47,20.0,0.94
42860013836043,12061.14,13267.25,10.0,0.97
77050401289678,16181.92,19418.3,20.0,0.87
10000000410009,31270.58,37524.7,20.0,0.91
32345678901234,39921.7,47906.04,20.0,0.92
74222297637488,20872.23,25046.68,20.0,0.94
11223344556677,50928.31,50928.31,0.0,0.9
89012345678901,4547.97,5457.56,20.0,0.98
45678901234567,867.63,954.39,10.0,0.97
45678901234567,1166.38,1230.53,5.5,0.93
58566810861219,3354.11,3689.52,10.0,0.93
44306184100047,6955.85,8347.02,20.0,0.93
44306184100047,7541.98,9050.38,20.0,0.93
10000000410009,25688.31,30825.97,20.0,0.88
78901234567890,1832.26,2198.71,20.0,0.93
45678901234567,1443.03,1522.4,5.5,0.92
78901234567890,89.15,94.05,5.5,0.98
44306184100047,5575.25,6690.3,20.0,0.93
93759390663332,34557.77,34557.77,0.0,0.93
78901234567890,1681.56,1774.05,5.5,0.95
36482498668939,44702.6,44702.6,0.0,0.96
70528015345137,19472.36,23366.83,20.0,0.98
30311599747170,30396.57,36475.88,20.0,0.84
78378982354526,46955.8,46955.8,0.0,0.94
10000000410009,22488.35,26986.02,20.0,0.93
20966356766813,56681.75,68018.1,20.0,0.98
32345678901234,45488.98,54586.78,20.0,0.93
44306184100047,1646.29,1975.55,20.0,0.89
56789012345678,24165.71,28998.85,20.0,0.96
38505920758381,14453.42,17344.1,20.0,0.89
78901234567890,124.03,148.84,20.0,0.97
39446410952217,28918.92,30509.46,5.5,0.99
17745227768010,36528.26,38537.31,5.5,0.91
78901234567890,357.35,377.0,5.5,0.99
16717860623812,45417.94,45417.94,0.0,0.88
11223344556677,86315.18,86315.18,0.0,0.92
57825209387274,50867.3,53665.0,5.5,0.96
61880773569990,8985.22,10782.26,20.0,0.95
56789012345678,14905.6,17886.72,20.0,0.98
90421011430478,44744.37,53693.24,20.0,0.96
11223344556677,21542.14,21542.14,0.0,0.95
56789012345678,12828.18,15393.82,20.0,0.96
78901234567890,166.13,199.36,20.0,0.91
90123456789012,23463.14,28155.77,20.0,0.93
26970077789853,17982.94,21579.53,20.0,0.85
32345678901234,60078.43,72094.12,20.0,0.88
10000000410009,47711.77,57254.12,20.0,0.94
44306184100047,2153.3,2583.96,20.0,0.94
11223344556677,78172.6,78172.6,0.0,0.89
45451876812620,11665.46,11665.46,0.0,0.96
45678901234567,890.25,979.28,10.0,0.94
40601289289051,44082.53,52899.04,20.0,0.95
56789012345678,11731.72,14078.06,20.0,0.94
50764088374680,2822.17,3386.6,20.0,0.89
44671908352615,57802.59,60981.73,5.5,0.89
11223344556677,35481.62,35481.62,0.0,0.9
78901234567890,1695.35,1788.59,5.5,0.98
45678901234567,341.69,375.86,10.0,0.96
76991923047293,41572.26,43858.73,5.5,0.9
10000000410009,19222.96,23067.55,20.0,0.94
65078250939387,34520.95,41425.14,20.0,0.91
14448572355655,59443.62,59443.62,0.0,0.88
67890123456789,28355.63,34026.76,20.0,0.9
11223344556677,33985.32,33985.32,0.0,0.95
56945302199009,29446.98,35336.38,20.0,0.95
27175929139884,29404.18,35285.02,20.0,0.95
41917018700097,29106.16,32016.78,10.0,0.93
89012345678901,2089.76,2507.71,20.0,0.97
44306184100047,3724.16,4468.99,20.0,0.91
45678901234567,1423.46,1565.81,10.0,0.95
45678901234567,2255.76,2481.34,10.0,0.99
89012345678901,3100.3,3720.36,20.0,0.93
44306184100047,2489.02,2986.82,20.0,0.99
11223344556677,64484.65,64484.65,0.0,0.92
23468917760420,37173.36,44608.03,20.0,0.89
32345678901234,36205.82,43446.98,20.0,0.91
62022480591039,23228.15,23228.15,0.0,0.97
45678901234567,1649.69,1740.42,5.5,0.95
56905711827736,28065.87,28065.87,0.0,0.98
44306184100047,7587.88,9105.46,20.0,0.89
11223344556677,65150.03,65150.03,0.0,0.91
45786300448386,14920.15,17904.18,20.0,0.97
32690971436967,14350.53,14350.53,0.0,0.88
40762256151397,18429.34,22115.21,20.0,0.85
77077853589873,8131.79,9758.15,20.0,0.87
50033294744488,19296.92,19296.92,0.0,0.91
89012345678901,2930.72,3516.86,20.0,0.96
45678901234567,1149.44,1264.38,10.0,0.98
71505391781012,10912.43,10912.43,0.0,0.93
32345678901234,61381.36,73657.63,20.0,0.94
49826476203357,43629.81,46029.45,5.5,0.89
32345678901234,47316.68,56780.02,20.0,0.91
20140094872230,2308.97,2435.96,5.5,0.97
32345678901234,27786.26,33343.51,20.0,0.92
67890123456789,11801.74,14162.09,20.0,0.92
59476608490488,1852.62,1954.51,5.5,0.92
90123456789012,44153.32,52983.98,20.0,0.97
44306184100047,1711.86,2054.23,20.0,0.91
10000000410009,40202.61,48243.13,20.0,0.9
67890123456789,13709.56,16451.47,20.0,0.89
45678901234567,1000.1,1055.11,5.5,0.97
78901234567890,578.95,694.74,20.0,0.99
44306184100047,7803.78,9364.54,20.0,0.96
56789012345678,7659.77,9191.72,20.0,0.99
78901234567890,330.51,348.69,5.5,0.99
67890123456789,21919.22,26303.06,20.0,0.86
78901234567890,1945.72,2334.86,20.0,0.99
67890123456789,31448.87,37738.64,20.0,0.89
32345678901234,87776.45,105331.74,20.0,0.87
56769240808532,49064.77,58877.72,20.0,0.88
90026830788362,5822.5,6987.0,20.0,0.97
56789012345678,21362.31,25634.77,20.0,0.98
10000000410009,24738.98,29686.78,20.0,0.92
89012345678901,4067.43,4880.92,20.0,0.93
90058660189524,40533.97,48640.76,20.0,0.88
45678901234567,1363.74,1500.11,10.0,0.93
95803184061285,46951.16,46951.16,0.0,0.84
21914822431496,8319.49,9983.39,20.0,0.84
71126009040490,28863.56,31749.92,10.0,0.95
11223344556677,28153.65,28153.65,0.0,0.9
78901234567890,1696.35,1789.65,5.5,0.9
66928282931306,46546.48,51201.13,10.0,0.97
45678901234567,2931.05,3092.26,5.5,0.95
32345678901234,114140.74,136968.89,20.0,0.93
11679624064179,24733.8,29680.56,20.0,0.96
69047430762293,18552.93,22263.52,20.0,0.94
96732629276591,11492.02,13790.42,20.0,0.97
10000000410009,48165.66,57798.79,20.0,0.89
37544818957348,1450.66,1740.79,20.0,0.92
78901234567890,1628.13,1953.76,20.0,0.99
32345678901234,58136.43,69763.72,20.0,0.9
10000000410009,24677.49,29612.99,20.0,0.97
90123456789012,5090.02,6108.02,20.0,0.92
89012345678901,1705.48,2046.58,20.0,0.93
41591934270880,1342.0,1342.0,0.0,0.98
11223344556677,99600.56,99600.56,0.0,0.95
32345678901234,26055.01,31266.01,20.0,0.92
55268882379653,20563.63,24676.36,20.0,0.94
92659291431665,11427.22,13712.66,20.0,0.94
44306184100047,846.6,1015.92,20.0,0.9
10584929988934,868.77,1042.52,20.0,0.96
69455947333031,17735.74,17735.74,0.0,0.9
32345678901234,66174.25,79409.1,20.0,0.92
89012345678901,2494.22,2993.06,20.0,0.95
76355033016209,1275.7,1530.84,20.0,0.89
78901234567890,670.21,707.07,5.5,0.98
81660460472161,22518.54,27022.25,20.0,0.98
50819875409227,18020.76,19822.84,10.0,0.93
32345678901234,96943.86,116332.63,20.0,0.88
10000000410009,45240.94,54289.13,20.0,0.93
10000000410009,48792.42,58550.9,20.0,0.95
78901234567890,1063.39,1276.07,20.0,0.95
56887342829357,9246.86,11096.23,20.0,0.95
90123456789012,18403.97,22084.76,20.0,0.94
21063754620726,25545.82,25545.82,0.0,0.99
11223344556677,31560.56,31560.56,0.0,0.95
65257375489693,10788.69,12946.43,20.0,0.97
44583058784760,31170.29,37404.35,20.0,0.94
89012345678901,1529.7,1835.64,20.0,0.94
90035393615247,3673.14,3875.16,5.5,0.96
90123456789012,64911.63,77893.96,20.0,0.99
64049471097998,29424.11,35308.93,20.0,0.89
56789012345678,24263.18,29115.82,20.0,0.99
10000000410009,18590.57,22308.68,20.0,0.89
78901234567890,1666.17,1999.4,20.0,0.98
32345678901234,108334.22,130001.06,20.0,0.93
67890123456789,38380.04,46056.05,20.0,0.91
78901234567890,807.34,968.81,20.0,0.99
83803255878290,4291.77,4291.77,0.0,0.96
11223344556677,29834.41,29834.41,0.0,0.96
44306184100047,2094.7,2513.64,20.0,0.89
32345678901234,56182.81,67419.37,20.0,0.89
37457395484805,42096.41,50515.69,20.0,0.91
32883480378981,32065.21,32065.21,0.0,0.97
72237524101703,37428.61,44914.33,20.0,0.96
10000000410009,29705.02,35646.02,20.0,0.93
11223344556677,87652.58,87652.58,0.0,0.95
80990450958642,23164.42,23164.42,0.0,0.91
90123456789012,49986.03,59983.24,20.0,0.99
84720975869483,2059.58,2471.5,20.0,0.93
45678901234567,666.61,733.27,10.0,0.94
89012345678901,1278.09,1533.71,20.0,0.95
72775910473376,13980.22,16776.26,20.0,0.87
50739404490235,33276.63,33276.63,0.0,0.91
11223344556677,38857.94,38857.94,0.0,0.96
56789012345678,17311.85,20774.22,20.0,0.94
93581543303390,39359.05,43294.96,10.0,0.95
79965507649841,35739.15,42886.98,20.0,0.94
45678901234567,307.25,337.98,10.0,0.94
78901234567890,1224.66,1469.59,20.0,0.96
57486843278273,25404.0,30484.8,20.0,0.99
34648172396163,24961.66,26334.55,5.5,0.89
45678901234567,1127.47,1189.48,5.5,0.99
41678864529612,42054.4,42054.4,0.0,0.99
11223344556677,95114.43,95114.43,0.0,0.9
78901234567890,1923.09,2028.86,5.5,0.96
97822029794459,735.33,882.4,20.0,0.98
45678901234567,2235.83,2358.8,5.5,0.86
79449117389202,14348.91,17218.69,20.0,0.91
34092267820934,45644.34,48154.78,5.5,0.96
31000933574142,27233.17,29956.49,10.0,0.87
11223344556677,88850.17,88850.17,0.0,0.89
78901234567890,1331.74,1404.99,5.5,0.97
90123456789012,64449.31,77339.17,20.0,0.92
67890123456789,7200.12,8640.14,20.0,0.92
89012345678901,1643.73,1972.48,20.0,0.9
32345678901234,59580.57,71496.68,20.0,0.92
56789012345678,24526.8,29432.16,20.0,0.92
47067248749502,29732.0,35678.4,20.0,0.89
43902499018320,14677.02,15484.26,5.5,0.93
78901234567890,1809.87,1909.41,5.5,0.97
89012345678901,3330.6,3996.72,20.0,0.95
10000000410009,37744.28,45293.14,20.0,0.96
13026717008281,2481.17,2977.4,20.0,0.99
48693441860595,47226.75,49824.22,5.5,0.97
45678901234567,2814.5,3095.95,10.0,0.96
67890123456789,27927.05,33512.46,20.0,0.91
87304618086033,15915.89,16791.26,5.5,0.88
41745306708138,9187.32,11024.78,20.0,0.87
56789012345678,20727.08,24872.5,20.0,0.89
45678901234567,1594.51,1753.96,10.0,0.93
55158187430508,12113.28,13324.61,10.0,0.92
56789012345678,24597.07,29516.48,20.0,0.97
92088767239769,6475.92,7771.1,20.0,0.9
10000000410009,36893.03,44271.64,20.0,0.91
44306184100047,7106.48,8527.78,20.0,0.93
45678901234567,2186.13,2404.74,10.0,0.97
98236446225110,43380.77,45766.71,5.5,0.96
94194542866000,6613.8,7936.56,20.0,0.94
22168628913428,24760.6,29712.72,20.0,0.9
89012345678901,3220.37,3864.44,20.0,0.88
67890123456789,16531.34,19837.61,20.0,0.9
11223344556677,41996.59,41996.59,0.0,0.9
32345678901234,40442.31,48530.77,20.0,0.91
10000000410009,20872.62,25047.14,20.0,0.92
72452886992460,44381.41,48819.55,10.0,0.95
52118056951491,21933.29,23139.62,5.5,0.9
97514949518595,12511.79,15014.15,20.0,0.93
11223344556677,21324.47,21324.47,0.0,0.87
11223344556677,72148.89,72148.89,0.0,0.92
36827544547105,42367.99,44698.23,5.5,0.99
10000000410009,30416.41,36499.69,20.0,0.9
10000000410009,36937.97,44325.56,20.0,0.93
44306184100047,3966.95,4760.34,20.0,0.94
32711106577518,10318.29,10318.29,0.0,0.91
70701331996234,51394.63,61673.56,20.0,0.98
44306184100047,1492.34,1790.81,20.0,0.92
93391188199420,47853.53,52638.88,10.0,0.95
76811256078537,22051.14,26461.37,20.0,0.95
79801111052961,45190.4,54228.48,20.0,0.93
10000000410009,25087.62,30105.14,20.0,0.93
90123456789012,48011.49,57613.79,20.0,0.96
78901234567890,349.5,368.72,5.5,0.98
78901234567890,1931.04,2317.25,20.0,0.94
98513225204319,38105.18,40200.96,5.5,0.96
25616722547862,23039.0,27646.8,20.0,0.91
71043970040964,56084.69,67301.63,20.0,0.86
44306184100047,4290.57,5148.68,20.0,0.99
90123456789012,40549.08,48658.9,20.0,0.96
63872042745482,23376.57,23376.57,0.0,0.93
56789012345678,15406.05,18487.26,20.0,0.98
89012345678901,992.73,1191.28,20.0,0.96
19780495226072,54689.58,65627.5,20.0,0.92
44369810326688,59653.89,71584.67,20.0,0.93
56789012345678,20735.69,24882.83,20.0,0.97
25814438154081,44400.94,46842.99,5.5,0.98
56789012345678,12867.82,15441.38,20.0,0.99
21453792845021,20965.2,25158.24,20.0,0.99
52680698312772,17709.48,17709.48,0.0,0.95
47914823136529,59722.02,71666.42,20.0,0.89
67890123456789,28444.22,34133.06,20.0,0.9
10000000410009,45857.09,55028.51,20.0,0.92
78901234567890,245.26,294.31,20.0,0.96
44306184100047,5887.59,7065.11,20.0,0.92
51891841320760,18905.39,22686.47,20.0,0.94
10751814748806,15294.05,18352.86,20.0,0.85
56789012345678,19755.84,23707.01,20.0,0.98
44306184100047,3528.32,4233.98,20.0,0.93
89012345678901,4609.03,5530.84,20.0,0.92
89012345678901,2783.32,3339.98,20.0,0.87
44306184100047,7765.32,9318.38,20.0,0.96
67890123456789,13622.49,16346.99,20.0,0.89
10000000410009,43719.23,52463.08,20.0,0.91
45678901234567,1434.91,1578.4,10.0,0.98
78901234567890,696.52,835.82,20.0,0.94
44306184100047,1266.58,1519.9,20.0,0.99
89012345678901,1489.45,1787.34,20.0,0.92
96003646540229,39689.38,47627.26,20.0,0.87
90123456789012,70047.68,84057.22,20.0,0.95
44306184100047,5602.13,6722.56,20.0,0.92
74427545066025,11067.96,12174.76,10.0,0.94
44306184100047,4477.65,5373.18,20.0,0.93
89012345678901,4251.72,5102.06,20.0,0.96
97117169203792,20639.59,24767.51,20.0,0.86
94284585722464,19276.35,23131.62,20.0,0.87
86440710473942,54751.71,54751.71,0.0,0.93
56789012345678,10577.13,12692.56,20.0,0.96
90123456789012,51027.58,61233.1,20.0,0.96
32345678901234,67624.6,81149.52,20.0,0.9
78901234567890,315.42,378.5,20.0,0.99
33222427198429,19001.02,22801.22,20.0,0.93
72618622160714,8477.32,10172.78,20.0,0.91
67890123456789,34538.54,41446.25,20.0,0.91
45678901234567,1749.02,1845.22,5.5,0.93
44306184100047,5256.78,6308.14,20.0,0.92
78901234567890,1105.83,1327.0,20.0,0.98
78901234567890,1656.6,1747.71,5.5,0.97
44306184100047,572.52,687.02,20.0,0.93
32345678901234,72396.25,86875.5,20.0,0.95
39675784312601,36665.67,40332.24,10.0,0.92
56789012345678,8445.26,10134.31,20.0,0.95
61152617139836,40333.16,40333.16,0.0,0.87
67890123456789,29584.5,35501.4,20.0,0.84
29894255452970,41734.76,50081.71,20.0,0.98
11223344556677,65177.56,65177.56,0.0,0.95
71034503508525,17971.96,18960.42,5.5,0.99
14985999263844,56131.32,67357.58,20.0,0.94
69997026121273,1157.91,1221.6,5.5,0.96
45266022584092,6969.49,7352.81,5.5,0.9
95291874945911,28902.58,31792.84,10.0,0.96
90123456789012,7841.47,9409.76,20.0,0.99
11223344556677,83552.57,83552.57,0.0,0.96
45678901234567,617.03,650.97,5.5,0.92
89012345678901,1235.6,1482.72,20.0,0.94
41275817732633,22780.08,22780.08,0.0,0.93
32345678901234,116559.66,139871.59,20.0,0.93
89012345678901,4989.37,5987.24,20.0,0.89
56351570351734,38446.63,42291.29,10.0,0.99
90123456789012,76917.26,92300.71,20.0,0.9
79547003589937,7198.89,8638.67,20.0,0.97
67890123456789,8269.09,9922.91,20.0,0.86
44306184100047,2102.76,2523.31,20.0,0.95
89012345678901,4072.49,4886.99,20.0,0.97
45678901234567,1199.86,1265.85,5.5,0.92
13490550882296,34362.49,41234.99,20.0,0.91
53343032177387,44062.61,52875.13,20.0,0.94
89012345678901,4377.86,5253.43,20.0,0.96
78901234567890,168.91,178.2,5.5,0.99
32345678901234,39200.52,47040.62,20.0,0.95
55095468062324,24167.69,24167.69,0.0,0.84
11223344556677,32244.6,32244.6,0.0,0.94
44306184100047,7921.43,9505.72,20.0,0.92
11223344556677,85507.45,85507.45,0.0,0.94
45936413461221,39295.16,47154.19,20.0,0.9
44306184100047,5626.61,6751.93,20.0,0.9
10000000410009,23833.96,28600.75,20.0,0.95
56789012345678,20961.97,25154.36,20.0,0.93
38552772648634,311.62,342.78,10.0,0.98
10000000410009,20529.15,24634.98,20.0,0.89
92857099852073,46252.79,55503.35,20.0,0.9
67890123456789,28626.31,34351.57,20.0,0.89
90123456789012,57448.36,68938.03,20.0,0.91
32345678901234,86192.92,103431.5,20.0,0.9
44306184100047,5506.83,6608.2,20.0,0.99
60827814091115,25228.89,27751.78,10.0,0.96
56789012345678,13793.28,16551.94,20.0,0.93
32345678901234,94096.91,112916.29,20.0,0.94
26020254347677,41181.56,45299.72,10.0,0.97
84946846280204,14096.31,16915.57,20.0,0.92
80243009871221,16783.25,20139.9,20.0,0.94
15209865846048,20423.18,22465.5,10.0,0.93
15753620367271,21997.71,23207.58,5.5,0.89
27399548401945,21041.3,22198.57,5.5,0.91
80338720986844,48643.04,53507.34,10.0,0.91
67890123456789,9523.14,11427.77,20.0,0.87
94139583155820,15128.25,18153.9,20.0,0.9
89012345678901,2777.28,3332.74,20.0,0.92
90123456789012,74176.4,89011.68,20.0,0.98
31245663320476,54160.42,54160.42,0.0,0.99
20107737650713,31717.88,34889.67,10.0,0.93
67890123456789,14172.45,17006.94,20.0,0.96
90123456789012,5957.79,7149.35,20.0,0.92
45678901234567,1624.52,1713.87,5.5,0.99
78901234567890,1471.16,1765.39,20.0,0.94
44306184100047,6770.21,8124.25,20.0,0.98
10073733342850,3704.48,4445.38,20.0,0.92
78901234567890,1416.65,1494.57,5.5,0.92
33650094835592,53794.87,53794.87,0.0,0.93
74183390632096,53625.59,64350.71,20.0,0.9
90123456789012,43841.39,52609.67,20.0,0.98
67890123456789,28894.22,34673.06,20.0,0.94
56789012345678,6945.8,8334.96,20.0,0.98
19949838512116,23154.27,27785.12,20.0,0.89
32345678901234,35286.98,42344.38,20.0,0.93
67890123456789,25980.95,31177.14,20.0,0.91
67890123456789,2742.64,3291.17,20.0,0.93
90123456789012,39441.89,47330.27,20.0,0.92
55784184401363,10969.32,13163.18,20.0,0.92
90123456789012,25750.99,30901.19,20.0,0.9
56789012345678,14634.54,17561.45,20.0,0.99
17477400191839,150.51,180.61,20.0,0.95
45678901234567,2906.72,3066.59,5.5,0.94
37583046804520,1387.37,1526.11,10.0,0.94
99160976270145,14101.05,14101.05,0.0,0.96
53836442291614,9933.11,10479.43,5.5,0.93
16205355974244,3723.42,4095.76,10.0,0.94
67890123456789,13062.31,15674.77,20.0,0.91
78901234567890,1699.24,1792.7,5.5,0.98
61167227779653,57979.94,61168.84,5.5,0.94
74039015740558,54556.95,65468.34,20.0,0.97
57730105448183,59018.76,70822.51,20.0,0.91
32345678901234,22135.75,26562.9,20.0,0.88
24843791081701,26150.12,31380.14,20.0,0.87
90123456789012,25023.37,30028.04,20.0,0.94
99322822005803,4860.54,5832.65,20.0,0.95
88135400123211,32199.54,33970.51,5.5,0.9
89012345678901,2118.43,2542.12,20.0,0.9
10000000410009,49317.87,59181.44,20.0,0.91
67890123456789,22641.59,27169.91,20.0,0.9
79638409693167,28478.11,34173.73,20.0,0.92
11223344556677,18456.43,18456.43,0.0,0.97
36504525051999,53525.0,64230.0,20.0,0.96
32345678901234,27637.94,33165.53,20.0,0.96
32345678901234,104729.85,125675.82,20.0,0.9
27546563735883,16678.06,18345.87,10.0,0.96
32345678901234,75872.36,91046.83,20.0,0.91
67890123456789,31249.63,37499.56,20.0,0.94
78901234567890,994.7,1049.41,5.5,0.95
67890123456789,21430.31,25716.37,20.0,0.93
78901234567890,1795.01,1893.74,5.5,0.94
74877769130863,24108.91,28930.69,20.0,0.93
63698156254227,4800.8,4800.8,0.0,0.96
78901234567890,1979.34,2088.2,5.5,0.92
56789012345678,4154.8,4985.76,20.0,0.94
90123456789012,60773.43,72928.12,20.0,0.94
92427565532173,12822.53,12822.53,0.0,0.86
11223344556677,84558.42,84558.42,0.0,0.92
56789012345678,7968.86,9562.63,20.0,0.92
10000000410009,44735.15,53682.18,20.0,0.98
32345678901234,43626.88,52352.26,20.0,0.91
78901234567890,1471.22,1552.14,5.5,0.99
45678901234567,2338.8,2572.68,10.0,0.96
